Type,OID,OID (bin),POS (BIN),POS,Diff
,???,,0110110101000110,27974,
,???,,0110110101000111,27975,
,???,,0110110101001000,27976,
,???,,0110110101001001,27977,
,???,,0110110101001010,27978,
,???,,0110110101001011,27979,
,???,,0110110101001100,27980,
,???,,0110110101001101,27981,
,???,,0110110101001110,27982,
,???,,0110110101001111,27983,
,???,,0110110101010000,27984,
,???,,0110110101010001,27985,
,???,,0110110101010010,27986,
,???,,0110110101010011,27987,
,???,,0110110101010100,27988,
,???,,0110110101010101,27989,
,???,,0110110101010110,27990,
,???,,0110110101010111,27991,
,???,,0110110101011000,27992,
,???,,0110110101011001,27993,
,???,,0110110101011010,27994,
,???,,0110110101011011,27995,
,???,,0110110101011100,27996,
,???,,0110110101011101,27997,
,???,,0110110101011110,27998,
,???,,0110110101011111,27999,
,???,,0110110101100000,28000,
,???,,0110110101100001,28001,
,???,,0110110101100010,28002,
,???,,0110110101100011,28003,
,???,,0110110101100100,28004,
,???,,0110110101100101,28005,
,???,,0110110101100110,28006,
,???,,0110110101100111,28007,
,???,,0110110101101000,28008,
,???,,0110110101101001,28009,
,???,,0110110101101010,28010,
,???,,0110110101101011,28011,
,???,,0110110101101100,28012,
,???,,0110110101101101,28013,
,???,,0110110101101110,28014,
,???,,0110110101101111,28015,
,???,,0110110101110000,28016,
,???,,0110110101110001,28017,
,???,,0110110101110010,28018,
,???,,0110110101110011,28019,
,???,,0110110101110100,28020,
,???,,0110110101110101,28021,
,???,,0110110101110110,28022,
,???,,0110110101110111,28023,
,???,,0110110101111000,28024,
,???,,0110110101111001,28025,
,???,,0110110101111010,28026,
,???,,0110110101111011,28027,
,???,,0110110101111100,28028,
,???,,0110110101111101,28029,
,???,,0110110101111110,28030,
,???,,0110110101111111,28031,
,???,,0110110110000000,28032,
,???,,0110110110000001,28033,
,???,,0110110110000010,28034,
,???,,0110110110000011,28035,
,???,,0110110110000100,28036,
,???,,0110110110000101,28037,
,???,,0110110110000110,28038,
,???,,0110110110000111,28039,
,???,,0110110110001000,28040,
,???,,0110110110001001,28041,
,???,,0110110110001010,28042,
,???,,0110110110001011,28043,
,???,,0110110110001100,28044,
,???,,0110110110001101,28045,
,???,,0110110110001110,28046,
,???,,0110110110001111,28047,
,???,,0110110110010000,28048,
,???,,0110110110010001,28049,
,???,,0110110110010010,28050,
,???,,0110110110010011,28051,
,???,,0110110110010100,28052,
,???,,0110110110010101,28053,
,???,,0110110110010110,28054,
,???,,0110110110010111,28055,
,???,,0110110110011000,28056,
,???,,0110110110011001,28057,
,???,,0110110110011010,28058,
,???,,0110110110011011,28059,
,???,,0110110110011100,28060,
,???,,0110110110011101,28061,
,???,,0110110110011110,28062,
,???,,0110110110011111,28063,
,???,,0110110110100000,28064,
,???,,0110110110100001,28065,
,???,,0110110110100010,28066,
,???,,0110110110100011,28067,
,???,,0110110110100100,28068,
,???,,0110110110100101,28069,
,???,,0110110110100110,28070,
,???,,0110110110100111,28071,
,???,,0110110110101000,28072,
,???,,0110110110101001,28073,
,???,,0110110110101010,28074,
,???,,0110110110101011,28075,
,???,,0110110110101100,28076,
,???,,0110110110101101,28077,
,???,,0110110110101110,28078,
,???,,0110110110101111,28079,
,???,,0110110110110000,28080,
,???,,0110110110110001,28081,
,???,,0110110110110010,28082,
,???,,0110110110110011,28083,
,???,,0110110110110100,28084,
,???,,0110110110110101,28085,
,???,,0110110110110110,28086,
,???,,0110110110110111,28087,
,???,,0110110110111000,28088,
,???,,0110110110111001,28089,
,???,,0110110110111010,28090,
,???,,0110110110111011,28091,
,???,,0110110110111100,28092,
,???,,0110110110111101,28093,
,???,,0110110110111110,28094,
,???,,0110110110111111,28095,
,???,,0110110111000000,28096,
,???,,0110110111000001,28097,
,???,,0110110111000010,28098,
,???,,0110110111000011,28099,
,???,,0110110111000100,28100,
,???,,0110110111000101,28101,
,???,,0110110111000110,28102,
,???,,0110110111000111,28103,
,???,,0110110111001000,28104,
,???,,0110110111001001,28105,
,???,,0110110111001010,28106,
,???,,0110110111001011,28107,
,???,,0110110111001100,28108,
,???,,0110110111001101,28109,
,???,,0110110111001110,28110,
,???,,0110110111001111,28111,
,???,,0110110111010000,28112,
,???,,0110110111010001,28113,
,???,,0110110111010010,28114,
,???,,0110110111010011,28115,
,???,,0110110111010100,28116,
,???,,0110110111010101,28117,
,???,,0110110111010110,28118,
,???,,0110110111010111,28119,
,???,,0110110111011000,28120,
,???,,0110110111011001,28121,
,???,,0110110111011010,28122,
,???,,0110110111011011,28123,
,???,,0110110111011100,28124,
,???,,0110110111011101,28125,
,???,,0110110111011110,28126,
,???,,0110110111011111,28127,
,???,,0110110111100000,28128,
,???,,0110110111100001,28129,
,???,,0110110111100010,28130,
,???,,0110110111100011,28131,
,???,,0110110111100100,28132,
,???,,0110110111100101,28133,
,???,,0110110111100110,28134,
,???,,0110110111100111,28135,
,???,,0110110111101000,28136,
,???,,0110110111101001,28137,
,???,,0110110111101010,28138,
,???,,0110110111101011,28139,
,???,,0110110111101100,28140,
,???,,0110110111101101,28141,
,???,,0110110111101110,28142,
,???,,0110110111101111,28143,
,???,,0110110111110000,28144,
,???,,0110110111110001,28145,
,???,,0110110111110010,28146,
,???,,0110110111110011,28147,
,???,,0110110111110100,28148,
,???,,0110110111110101,28149,
,???,,0110110111110110,28150,
,???,,0110110111110111,28151,
,???,,0110110111111000,28152,
,???,,0110110111111001,28153,
,???,,0110110111111010,28154,
,???,,0110110111111011,28155,
,???,,0110110111111100,28156,
,???,,0110110111111101,28157,
,???,,0110110111111110,28158,
,???,,0110110111111111,28159,
,???,,0110111000000000,28160,
,???,,0110111000000001,28161,
,???,,0110111000000010,28162,
,???,,0110111000000011,28163,
,???,,0110111000000100,28164,
,???,,0110111000000101,28165,
,???,,0110111000000110,28166,
,???,,0110111000000111,28167,
,???,,0110111000001000,28168,
,???,,0110111000001001,28169,
,???,,0110111000001010,28170,
,???,,0110111000001011,28171,
,???,,0110111000001100,28172,
,???,,0110111000001101,28173,
,???,,0110111000001110,28174,
,???,,0110111000001111,28175,
,???,,0110111000010000,28176,
,???,,0110111000010001,28177,
,???,,0110111000010010,28178,
,???,,0110111000010011,28179,
,???,,0110111000010100,28180,
,???,,0110111000010101,28181,
,???,,0110111000010110,28182,
,???,,0110111000010111,28183,
,???,,0110111000011000,28184,
,???,,0110111000011001,28185,
,???,,0110111000011010,28186,
,???,,0110111000011011,28187,
,???,,0110111000011100,28188,
,???,,0110111000011101,28189,
,???,,0110111000011110,28190,
,???,,0110111000011111,28191,
,???,,0110111000100000,28192,
,???,,0110111000100001,28193,
,???,,0110111000100010,28194,
,???,,0110111000100011,28195,
,???,,0110111000100100,28196,
,???,,0110111000100101,28197,
,???,,0110111000100110,28198,
,???,,0110111000100111,28199,
,???,,0110111000101000,28200,
,???,,0110111000101001,28201,
,???,,0110111000101010,28202,
,???,,0110111000101011,28203,
,???,,0110111000101100,28204,
,???,,0110111000101101,28205,
,???,,0110111000101110,28206,
,???,,0110111000101111,28207,
,???,,0110111000110000,28208,
,???,,0110111000110001,28209,
,???,,0110111000110010,28210,
,???,,0110111000110011,28211,
,???,,0110111000110100,28212,
,???,,0110111000110101,28213,
,???,,0110111000110110,28214,
,???,,0110111000110111,28215,
,???,,0110111000111000,28216,
,???,,0110111000111001,28217,
,???,,0110111000111010,28218,
,???,,0110111000111011,28219,
,???,,0110111000111100,28220,
,???,,0110111000111101,28221,
,???,,0110111000111110,28222,
,???,,0110111000111111,28223,
,???,,0110111001000000,28224,
,???,,0110111001000001,28225,
,???,,0110111001000010,28226,
,???,,0110111001000011,28227,
,???,,0110111001000100,28228,
,???,,0110111001000101,28229,
,???,,0110111001000110,28230,
,???,,0110111001000111,28231,
,???,,0110111001001000,28232,
,???,,0110111001001001,28233,
,???,,0110111001001010,28234,
,???,,0110111001001011,28235,
,???,,0110111001001100,28236,
,???,,0110111001001101,28237,
,???,,0110111001001110,28238,
,???,,0110111001001111,28239,
,???,,0110111001010000,28240,
,???,,0110111001010001,28241,
,???,,0110111001010010,28242,
,???,,0110111001010011,28243,
,???,,0110111001010100,28244,
,???,,0110111001010101,28245,
,???,,0110111001010110,28246,
,???,,0110111001010111,28247,
,???,,0110111001011000,28248,
,???,,0110111001011001,28249,
,???,,0110111001011010,28250,
,???,,0110111001011011,28251,
,???,,0110111001011100,28252,
,???,,0110111001011101,28253,
,???,,0110111001011110,28254,
,???,,0110111001011111,28255,
,???,,0110111001100000,28256,
,???,,0110111001100001,28257,
,???,,0110111001100010,28258,
,???,,0110111001100011,28259,
,???,,0110111001100100,28260,
,???,,0110111001100101,28261,
,???,,0110111001100110,28262,
,???,,0110111001100111,28263,
,???,,0110111001101000,28264,
,???,,0110111001101001,28265,
,???,,0110111001101010,28266,
,???,,0110111001101011,28267,
,???,,0110111001101100,28268,
,???,,0110111001101101,28269,
,???,,0110111001101110,28270,
,???,,0110111001101111,28271,
,???,,0110111001110000,28272,
,???,,0110111001110001,28273,
,???,,0110111001110010,28274,
,???,,0110111001110011,28275,
,???,,0110111001110100,28276,
,???,,0110111001110101,28277,
,???,,0110111001110110,28278,
,???,,0110111001110111,28279,
,???,,0110111001111000,28280,
,???,,0110111001111001,28281,
,???,,0110111001111010,28282,
,???,,0110111001111011,28283,
,???,,0110111001111100,28284,
,???,,0110111001111101,28285,
,???,,0110111001111110,28286,
,???,,0110111001111111,28287,
,???,,0110111010000000,28288,
,???,,0110111010000001,28289,
,???,,0110111010000010,28290,
,???,,0110111010000011,28291,
,???,,0110111010000100,28292,
,???,,0110111010000101,28293,
,???,,0110111010000110,28294,
,???,,0110111010000111,28295,
,???,,0110111010001000,28296,
,???,,0110111010001001,28297,
,???,,0110111010001010,28298,
,???,,0110111010001011,28299,
,???,,0110111010001100,28300,
,???,,0110111010001101,28301,
,???,,0110111010001110,28302,
,???,,0110111010001111,28303,
,???,,0110111010010000,28304,
,???,,0110111010010001,28305,
,???,,0110111010010010,28306,
,???,,0110111010010011,28307,
,???,,0110111010010100,28308,
,???,,0110111010010101,28309,
,???,,0110111010010110,28310,
,???,,0110111010010111,28311,
,???,,0110111010011000,28312,
,???,,0110111010011001,28313,
,???,,0110111010011010,28314,
,???,,0110111010011011,28315,
,???,,0110111010011100,28316,
,???,,0110111010011101,28317,
,???,,0110111010011110,28318,
,???,,0110111010011111,28319,
,???,,0110111010100000,28320,
,???,,0110111010100001,28321,
,???,,0110111010100010,28322,
,???,,0110111010100011,28323,
,???,,0110111010100100,28324,
,???,,0110111010100101,28325,
,???,,0110111010100110,28326,
,???,,0110111010100111,28327,
,???,,0110111010101000,28328,
,???,,0110111010101001,28329,
,???,,0110111010101010,28330,
,???,,0110111010101011,28331,
,???,,0110111010101100,28332,
,???,,0110111010101101,28333,
,???,,0110111010101110,28334,
,???,,0110111010101111,28335,
,???,,0110111010110000,28336,
,???,,0110111010110001,28337,
,???,,0110111010110010,28338,
,???,,0110111010110011,28339,
,???,,0110111010110100,28340,
,???,,0110111010110101,28341,
,???,,0110111010110110,28342,
,???,,0110111010110111,28343,
,???,,0110111010111000,28344,
,???,,0110111010111001,28345,
,???,,0110111010111010,28346,
,???,,0110111010111011,28347,
,???,,0110111010111100,28348,
,???,,0110111010111101,28349,
,???,,0110111010111110,28350,
,???,,0110111010111111,28351,
,???,,0110111011000000,28352,
,???,,0110111011000001,28353,
,???,,0110111011000010,28354,
,???,,0110111011000011,28355,
,???,,0110111011000100,28356,
,???,,0110111011000101,28357,
,???,,0110111011000110,28358,
,???,,0110111011000111,28359,
,???,,0110111011001000,28360,
,???,,0110111011001001,28361,
,???,,0110111011001010,28362,
,???,,0110111011001011,28363,
,???,,0110111011001100,28364,
,???,,0110111011001101,28365,
,???,,0110111011001110,28366,
,???,,0110111011001111,28367,
,???,,0110111011010000,28368,
,???,,0110111011010001,28369,
,???,,0110111011010010,28370,
,???,,0110111011010011,28371,
,???,,0110111011010100,28372,
,???,,0110111011010101,28373,
,???,,0110111011010110,28374,
,???,,0110111011010111,28375,
,???,,0110111011011000,28376,
,???,,0110111011011001,28377,
,???,,0110111011011010,28378,
,???,,0110111011011011,28379,
,???,,0110111011011100,28380,
,???,,0110111011011101,28381,
,???,,0110111011011110,28382,
,???,,0110111011011111,28383,
,???,,0110111011100000,28384,
,???,,0110111011100001,28385,
,???,,0110111011100010,28386,
,???,,0110111011100011,28387,
,???,,0110111011100100,28388,
,???,,0110111011100101,28389,
,???,,0110111011100110,28390,
,???,,0110111011100111,28391,
,???,,0110111011101000,28392,
,???,,0110111011101001,28393,
,???,,0110111011101010,28394,
,???,,0110111011101011,28395,
,???,,0110111011101100,28396,
,???,,0110111011101101,28397,
,???,,0110111011101110,28398,
,???,,0110111011101111,28399,
,???,,0110111011110000,28400,
,???,,0110111011110001,28401,
,???,,0110111011110010,28402,
,???,,0110111011110011,28403,
,???,,0110111011110100,28404,
,???,,0110111011110101,28405,
,???,,0110111011110110,28406,
,???,,0110111011110111,28407,
,???,,0110111011111000,28408,
,???,,0110111011111001,28409,
,???,,0110111011111010,28410,
,???,,0110111011111011,28411,
,???,,0110111011111100,28412,
,???,,0110111011111101,28413,
,???,,0110111011111110,28414,
,???,,0110111011111111,28415,
,???,,0110111100000000,28416,
,???,,0110111100000001,28417,
,???,,0110111100000010,28418,
,???,,0110111100000011,28419,
,???,,0110111100000100,28420,
,???,,0110111100000101,28421,
,???,,0110111100000110,28422,
,???,,0110111100000111,28423,
,???,,0110111100001000,28424,
,???,,0110111100001001,28425,
,???,,0110111100001010,28426,
,???,,0110111100001011,28427,
,???,,0110111100001100,28428,
,???,,0110111100001101,28429,
,???,,0110111100001110,28430,
,???,,0110111100001111,28431,
,???,,0110111100010000,28432,
,???,,0110111100010001,28433,
,???,,0110111100010010,28434,
,???,,0110111100010011,28435,
,???,,0110111100010100,28436,
,???,,0110111100010101,28437,
,???,,0110111100010110,28438,
,???,,0110111100010111,28439,
,???,,0110111100011000,28440,
,???,,0110111100011001,28441,
,???,,0110111100011010,28442,
,???,,0110111100011011,28443,
,???,,0110111100011100,28444,
,???,,0110111100011101,28445,
,???,,0110111100011110,28446,
,???,,0110111100011111,28447,
,???,,0110111100100000,28448,
,???,,0110111100100001,28449,
,???,,0110111100100010,28450,
,???,,0110111100100011,28451,
,???,,0110111100100100,28452,
,???,,0110111100100101,28453,
,???,,0110111100100110,28454,
,???,,0110111100100111,28455,
,???,,0110111100101000,28456,
,???,,0110111100101001,28457,
,???,,0110111100101010,28458,
,???,,0110111100101011,28459,
,???,,0110111100101100,28460,
,???,,0110111100101101,28461,
,???,,0110111100101110,28462,
,???,,0110111100101111,28463,
,???,,0110111100110000,28464,
,???,,0110111100110001,28465,
,???,,0110111100110010,28466,
,???,,0110111100110011,28467,
,???,,0110111100110100,28468,
,???,,0110111100110101,28469,
,???,,0110111100110110,28470,
,???,,0110111100110111,28471,
,???,,0110111100111000,28472,
,???,,0110111100111001,28473,
,???,,0110111100111010,28474,
,???,,0110111100111011,28475,
,???,,0110111100111100,28476,
,???,,0110111100111101,28477,
,???,,0110111100111110,28478,
,???,,0110111100111111,28479,
,???,,0110111101000000,28480,
,???,,0110111101000001,28481,
,???,,0110111101000010,28482,
,???,,0110111101000011,28483,
,???,,0110111101000100,28484,
,???,,0110111101000101,28485,
,???,,0110111101000110,28486,
,???,,0110111101000111,28487,
,???,,0110111101001000,28488,
,???,,0110111101001001,28489,
,???,,0110111101001010,28490,
,???,,0110111101001011,28491,
,???,,0110111101001100,28492,
,???,,0110111101001101,28493,
,???,,0110111101001110,28494,
,???,,0110111101001111,28495,
,???,,0110111101010000,28496,
,???,,0110111101010001,28497,
,???,,0110111101010010,28498,
,???,,0110111101010011,28499,
,???,,0110111101010100,28500,
,???,,0110111101010101,28501,
,???,,0110111101010110,28502,
,???,,0110111101010111,28503,
,???,,0110111101011000,28504,
,???,,0110111101011001,28505,
,???,,0110111101011010,28506,
,???,,0110111101011011,28507,
,???,,0110111101011100,28508,
,???,,0110111101011101,28509,
,???,,0110111101011110,28510,
,???,,0110111101011111,28511,
,???,,0110111101100000,28512,
,???,,0110111101100001,28513,
,???,,0110111101100010,28514,
,???,,0110111101100011,28515,
,???,,0110111101100100,28516,
,???,,0110111101100101,28517,
,???,,0110111101100110,28518,
,???,,0110111101100111,28519,
,???,,0110111101101000,28520,
,???,,0110111101101001,28521,
,???,,0110111101101010,28522,
,???,,0110111101101011,28523,
,???,,0110111101101100,28524,
,???,,0110111101101101,28525,
,???,,0110111101101110,28526,
,???,,0110111101101111,28527,
,???,,0110111101110000,28528,
,???,,0110111101110001,28529,
,???,,0110111101110010,28530,
,???,,0110111101110011,28531,
,???,,0110111101110100,28532,
,???,,0110111101110101,28533,
,???,,0110111101110110,28534,
,???,,0110111101110111,28535,
,???,,0110111101111000,28536,
,???,,0110111101111001,28537,
,???,,0110111101111010,28538,
,???,,0110111101111011,28539,
,???,,0110111101111100,28540,
,???,,0110111101111101,28541,
,???,,0110111101111110,28542,
,???,,0110111101111111,28543,
,???,,0110111110000000,28544,
,???,,0110111110000001,28545,
,???,,0110111110000010,28546,
,???,,0110111110000011,28547,
,???,,0110111110000100,28548,
,???,,0110111110000101,28549,
,???,,0110111110000110,28550,
,???,,0110111110000111,28551,
,???,,0110111110001000,28552,
,???,,0110111110001001,28553,
,???,,0110111110001010,28554,
,???,,0110111110001011,28555,
,???,,0110111110001100,28556,
,???,,0110111110001101,28557,
,???,,0110111110001110,28558,
,???,,0110111110001111,28559,
,???,,0110111110010000,28560,
,???,,0110111110010001,28561,
,???,,0110111110010010,28562,
,???,,0110111110010011,28563,
,???,,0110111110010100,28564,
,???,,0110111110010101,28565,
,???,,0110111110010110,28566,
,???,,0110111110010111,28567,
,???,,0110111110011000,28568,
,???,,0110111110011001,28569,
,???,,0110111110011010,28570,
,???,,0110111110011011,28571,
,???,,0110111110011100,28572,
,???,,0110111110011101,28573,
,???,,0110111110011110,28574,
,???,,0110111110011111,28575,
,???,,0110111110100000,28576,
,???,,0110111110100001,28577,
,???,,0110111110100010,28578,
,???,,0110111110100011,28579,
,???,,0110111110100100,28580,
,???,,0110111110100101,28581,
,???,,0110111110100110,28582,
,???,,0110111110100111,28583,
,???,,0110111110101000,28584,
,???,,0110111110101001,28585,
,???,,0110111110101010,28586,
,???,,0110111110101011,28587,
,???,,0110111110101100,28588,
,???,,0110111110101101,28589,
,???,,0110111110101110,28590,
,???,,0110111110101111,28591,
,???,,0110111110110000,28592,
,???,,0110111110110001,28593,
,???,,0110111110110010,28594,
,???,,0110111110110011,28595,
,???,,0110111110110100,28596,
,???,,0110111110110101,28597,
,???,,0110111110110110,28598,
,???,,0110111110110111,28599,
,???,,0110111110111000,28600,
,???,,0110111110111001,28601,
,???,,0110111110111010,28602,
,???,,0110111110111011,28603,
,???,,0110111110111100,28604,
,???,,0110111110111101,28605,
,???,,0110111110111110,28606,
,???,,0110111110111111,28607,
,???,,0110111111000000,28608,
,???,,0110111111000001,28609,
,???,,0110111111000010,28610,
,???,,0110111111000011,28611,
,???,,0110111111000100,28612,
,???,,0110111111000101,28613,
,???,,0110111111000110,28614,
,???,,0110111111000111,28615,
,???,,0110111111001000,28616,
,???,,0110111111001001,28617,
,???,,0110111111001010,28618,
,???,,0110111111001011,28619,
,???,,0110111111001100,28620,
,???,,0110111111001101,28621,
,???,,0110111111001110,28622,
,???,,0110111111001111,28623,
,???,,0110111111010000,28624,
,???,,0110111111010001,28625,
,???,,0110111111010010,28626,
,???,,0110111111010011,28627,
,???,,0110111111010100,28628,
,???,,0110111111010101,28629,
,???,,0110111111010110,28630,
,???,,0110111111010111,28631,
,???,,0110111111011000,28632,
,???,,0110111111011001,28633,
,???,,0110111111011010,28634,
,???,,0110111111011011,28635,
,???,,0110111111011100,28636,
,???,,0110111111011101,28637,
,???,,0110111111011110,28638,
,???,,0110111111011111,28639,
,???,,0110111111100000,28640,
,???,,0110111111100001,28641,
,???,,0110111111100010,28642,
,???,,0110111111100011,28643,
,???,,0110111111100100,28644,
,???,,0110111111100101,28645,
,???,,0110111111100110,28646,
,???,,0110111111100111,28647,
,???,,0110111111101000,28648,
,???,,0110111111101001,28649,
,???,,0110111111101010,28650,
,???,,0110111111101011,28651,
,???,,0110111111101100,28652,
,???,,0110111111101101,28653,
,???,,0110111111101110,28654,
,???,,0110111111101111,28655,
,???,,0110111111110000,28656,
,???,,0110111111110001,28657,
,???,,0110111111110010,28658,
,???,,0110111111110011,28659,
,???,,0110111111110100,28660,
,???,,0110111111110101,28661,
,???,,0110111111110110,28662,
,???,,0110111111110111,28663,
,???,,0110111111111000,28664,
,???,,0110111111111001,28665,
,???,,0110111111111010,28666,
,???,,0110111111111011,28667,
,???,,0110111111111100,28668,
,???,,0110111111111101,28669,
,???,,0110111111111110,28670,
,???,,0110111111111111,28671,
,???,,0111000000000000,28672,
,???,,0111000000000001,28673,
,???,,0111000000000010,28674,
,???,,0111000000000011,28675,
,???,,0111000000000100,28676,
,???,,0111000000000101,28677,
,???,,0111000000000110,28678,
,???,,0111000000000111,28679,
,???,,0111000000001000,28680,
,???,,0111000000001001,28681,
,???,,0111000000001010,28682,
,???,,0111000000001011,28683,
,???,,0111000000001100,28684,
,???,,0111000000001101,28685,
,???,,0111000000001110,28686,
,???,,0111000000001111,28687,
,???,,0111000000010000,28688,
,???,,0111000000010001,28689,
,???,,0111000000010010,28690,
,???,,0111000000010011,28691,
,???,,0111000000010100,28692,
,???,,0111000000010101,28693,
,???,,0111000000010110,28694,
,???,,0111000000010111,28695,
,???,,0111000000011000,28696,
,???,,0111000000011001,28697,
,???,,0111000000011010,28698,
,???,,0111000000011011,28699,
,???,,0111000000011100,28700,
,???,,0111000000011101,28701,
,???,,0111000000011110,28702,
,???,,0111000000011111,28703,
,???,,0111000000100000,28704,
,???,,0111000000100001,28705,
,???,,0111000000100010,28706,
,???,,0111000000100011,28707,
,???,,0111000000100100,28708,
,???,,0111000000100101,28709,
,???,,0111000000100110,28710,
,???,,0111000000100111,28711,
,???,,0111000000101000,28712,
,???,,0111000000101001,28713,
,???,,0111000000101010,28714,
,???,,0111000000101011,28715,
,???,,0111000000101100,28716,
,???,,0111000000101101,28717,
,???,,0111000000101110,28718,
,???,,0111000000101111,28719,
,???,,0111000000110000,28720,
,???,,0111000000110001,28721,
,???,,0111000000110010,28722,
,???,,0111000000110011,28723,
,???,,0111000000110100,28724,
,???,,0111000000110101,28725,
,???,,0111000000110110,28726,
,???,,0111000000110111,28727,
,???,,0111000000111000,28728,
,???,,0111000000111001,28729,
,???,,0111000000111010,28730,
,???,,0111000000111011,28731,
,???,,0111000000111100,28732,
,???,,0111000000111101,28733,
,???,,0111000000111110,28734,
,???,,0111000000111111,28735,
,???,,0111000001000000,28736,
,???,,0111000001000001,28737,
,???,,0111000001000010,28738,
,???,,0111000001000011,28739,
,???,,0111000001000100,28740,
,???,,0111000001000101,28741,
,???,,0111000001000110,28742,
,???,,0111000001000111,28743,
,???,,0111000001001000,28744,
,???,,0111000001001001,28745,
,???,,0111000001001010,28746,
,???,,0111000001001011,28747,
,???,,0111000001001100,28748,
,???,,0111000001001101,28749,
,???,,0111000001001110,28750,
,???,,0111000001001111,28751,
,???,,0111000001010000,28752,
,???,,0111000001010001,28753,
,???,,0111000001010010,28754,
,???,,0111000001010011,28755,
,???,,0111000001010100,28756,
,???,,0111000001010101,28757,
,???,,0111000001010110,28758,
,???,,0111000001010111,28759,
,???,,0111000001011000,28760,
,???,,0111000001011001,28761,
,???,,0111000001011010,28762,
,???,,0111000001011011,28763,
,???,,0111000001011100,28764,
,???,,0111000001011101,28765,
,???,,0111000001011110,28766,
,???,,0111000001011111,28767,
,???,,0111000001100000,28768,
,???,,0111000001100001,28769,
,???,,0111000001100010,28770,
,???,,0111000001100011,28771,
,???,,0111000001100100,28772,
,???,,0111000001100101,28773,
,???,,0111000001100110,28774,
,???,,0111000001100111,28775,
,???,,0111000001101000,28776,
,???,,0111000001101001,28777,
,???,,0111000001101010,28778,
,???,,0111000001101011,28779,
,???,,0111000001101100,28780,
,???,,0111000001101101,28781,
,???,,0111000001101110,28782,
,???,,0111000001101111,28783,
,???,,0111000001110000,28784,
,???,,0111000001110001,28785,
,???,,0111000001110010,28786,
,???,,0111000001110011,28787,
,???,,0111000001110100,28788,
,???,,0111000001110101,28789,
,???,,0111000001110110,28790,
,???,,0111000001110111,28791,
,???,,0111000001111000,28792,
,???,,0111000001111001,28793,
,???,,0111000001111010,28794,
,???,,0111000001111011,28795,
,???,,0111000001111100,28796,
,???,,0111000001111101,28797,
,???,,0111000001111110,28798,
,???,,0111000001111111,28799,
,???,,0111000010000000,28800,
,???,,0111000010000001,28801,
,???,,0111000010000010,28802,
,???,,0111000010000011,28803,
,???,,0111000010000100,28804,
,???,,0111000010000101,28805,
,???,,0111000010000110,28806,
,???,,0111000010000111,28807,
,???,,0111000010001000,28808,
,???,,0111000010001001,28809,
,???,,0111000010001010,28810,
,???,,0111000010001011,28811,
,???,,0111000010001100,28812,
,???,,0111000010001101,28813,
,???,,0111000010001110,28814,
,???,,0111000010001111,28815,
,???,,0111000010010000,28816,
,???,,0111000010010001,28817,
,???,,0111000010010010,28818,
,???,,0111000010010011,28819,
,???,,0111000010010100,28820,
,???,,0111000010010101,28821,
,???,,0111000010010110,28822,
,???,,0111000010010111,28823,
,???,,0111000010011000,28824,
,???,,0111000010011001,28825,
,???,,0111000010011010,28826,
,???,,0111000010011011,28827,
,???,,0111000010011100,28828,
,???,,0111000010011101,28829,
,???,,0111000010011110,28830,
,???,,0111000010011111,28831,
,???,,0111000010100000,28832,
,???,,0111000010100001,28833,
,???,,0111000010100010,28834,
,???,,0111000010100011,28835,
,???,,0111000010100100,28836,
,???,,0111000010100101,28837,
,???,,0111000010100110,28838,
,???,,0111000010100111,28839,
,???,,0111000010101000,28840,
,???,,0111000010101001,28841,
,???,,0111000010101010,28842,
,???,,0111000010101011,28843,
,???,,0111000010101100,28844,
,???,,0111000010101101,28845,
,???,,0111000010101110,28846,
,???,,0111000010101111,28847,
,???,,0111000010110000,28848,
,???,,0111000010110001,28849,
,???,,0111000010110010,28850,
,???,,0111000010110011,28851,
,???,,0111000010110100,28852,
,???,,0111000010110101,28853,
,???,,0111000010110110,28854,
,???,,0111000010110111,28855,
,???,,0111000010111000,28856,
,???,,0111000010111001,28857,
,???,,0111000010111010,28858,
,???,,0111000010111011,28859,
,???,,0111000010111100,28860,
,???,,0111000010111101,28861,
,???,,0111000010111110,28862,
,???,,0111000010111111,28863,
,???,,0111000011000000,28864,
,???,,0111000011000001,28865,
,???,,0111000011000010,28866,
,???,,0111000011000011,28867,
,???,,0111000011000100,28868,
,???,,0111000011000101,28869,
,???,,0111000011000110,28870,
,???,,0111000011000111,28871,
,???,,0111000011001000,28872,
,???,,0111000011001001,28873,
,???,,0111000011001010,28874,
,???,,0111000011001011,28875,
,???,,0111000011001100,28876,
,???,,0111000011001101,28877,
,???,,0111000011001110,28878,
,???,,0111000011001111,28879,
,???,,0111000011010000,28880,
,???,,0111000011010001,28881,
,???,,0111000011010010,28882,
,???,,0111000011010011,28883,
,???,,0111000011010100,28884,
,???,,0111000011010101,28885,
,???,,0111000011010110,28886,
,???,,0111000011010111,28887,
,???,,0111000011011000,28888,
,???,,0111000011011001,28889,
,???,,0111000011011010,28890,
,???,,0111000011011011,28891,
,???,,0111000011011100,28892,
,???,,0111000011011101,28893,
,???,,0111000011011110,28894,
,???,,0111000011011111,28895,
,???,,0111000011100000,28896,
,???,,0111000011100001,28897,
,???,,0111000011100010,28898,
,???,,0111000011100011,28899,
,???,,0111000011100100,28900,
,???,,0111000011100101,28901,
,???,,0111000011100110,28902,
,???,,0111000011100111,28903,
,???,,0111000011101000,28904,
